1	0 
2	0 
3	0 
4	0 
5	0 
6	0 
7	0 
8	0 
9	0 
10	0 
11	0 
12	0 
13	0 
14	0 
15	0 
16	0 
17	0 
18	0 
19	0 
20	0 
21	0 
22	0 
23	0 
24	0 
25	0 
26	0 
27	0 
28	0 
29	0 
30	0 
31	0 
32	0 
33	0 
34	0 
35	0 
36	0 
37	0 
38	0 
39	0 
40	0 
41	0 
42	0 
43	0 
44	0 
45	0 
46	0 
47	0 
48	0 
49	0 
50	0 
51	0 
52	0 
53	0 
54	0 
55	0 
56	0 
57	0 
58	0 
59	0 
60	0 
61	0 
62	0 
63	0 
64	0 
65	0 
66	0 
67	0 
68	0 
69	0 
70	0 
71	0 
72	0 
73	0 
74	0 
75	0 
76	0 
77	0 
78	0 
79	0 
80	0 
81	0 
82	0 
83	0 
84	0 
85	0 
86	0 
87	0 
88	0 
89	0 
90	0 
91	0 
92	0 
93	0 
94	0 
95	0 
96	0 
97	0 
98	0 
99	0 
100	0 
101	0 
102	0 
103	0 
104	0 
105	0 
106	0 
107	-3 
108	-23 
109	-34 
110	-34 
111	-14 
112	-17 
113	-21 
114	-25 
115	-45 
116	-36 
117	-28 
118	-8 
119	12 
120	20 
121	40 
122	60 
123	68 
124	88 
125	108 
126	128 
127	117 
128	117 
129	125 
130	145 
131	165 
132	185 
133	205 
134	225 
135	245 
136	265 
137	285 
138	305 
139	325 
140	345 
141	365 
142	385 
143	405 
144	425 
145	445 
146	465 
147	485 
148	505 
149	525 
150	545 
151	565 
152	585 
153	605 
154	625 
155	645 
156	665 
157	685 
158	705 
159	725 
160	745 
161	765 
162	785 
163	805 
164	825 
165	845 
166	865 
167	885 
168	905 
169	925 
170	945 
171	965 
172	985 
173	1005 
174	1025 
175	1045 
176	1065 
177	1085 
178	1105 
179	1125 
180	1145 
181	1165 
182	1185 
183	1205 
184	1225 
185	1245 
186	1265 
187	1285 
188	1305 
189	1325 
190	1345 
191	1365 
192	1385 
193	1405 
194	1425 
195	1445 
196	1465 
197	1485 
198	1505 
199	1525 
200	1545 
201	1565 
202	1585 
203	1605 
204	1625 
205	1645 
206	1665 
207	1685 
208	1705 
209	1725 
210	1745 
211	1765 
212	1785 
213	1805 
214	1825 
