1	0 
2	0 
3	0 
4	0 
5	0 
6	0 
7	0 
8	0 
9	0 
10	0 
11	0 
12	0 
13	0 
14	0 
15	0 
16	0 
17	0 
18	0 
19	0 
20	0 
21	0 
22	0 
23	0 
24	0 
25	0 
26	0 
27	0 
28	0 
29	0 
30	0 
31	0 
32	0 
33	0 
34	0 
35	0 
36	0 
37	0 
38	0 
39	0 
40	0 
41	0 
42	0 
43	0 
44	0 
45	0 
46	0 
47	0 
48	0 
49	0 
50	0 
51	0 
52	0 
53	0 
54	0 
55	0 
56	0 
57	0 
58	0 
59	0 
60	0 
61	0 
62	0 
63	0 
64	0 
65	0 
66	0 
67	0 
68	0 
69	0 
70	0 
71	0 
72	0 
73	0 
74	0 
75	0 
76	0 
77	0 
78	0 
79	0 
80	0 
81	0 
82	0 
83	0 
84	0 
85	0 
86	0 
87	0 
88	0 
89	0 
90	0 
91	0 
92	0 
93	0 
94	0 
95	0 
96	0 
97	0 
98	0 
99	0 
100	0 
101	0 
102	0 
103	0 
104	0 
105	0 
106	0 
107	-2 
108	-4 
109	-5 
110	-15 
111	-17 
112	-7 
113	3 
114	1 
115	-1 
116	-11 
117	-21 
118	-11 
119	-21 
120	-22 
121	-23 
122	-24 
123	-26 
124	-16 
125	-6 
126	-8 
127	-10 
128	-12 
129	-14 
130	-16 
131	-26 
132	-16 
133	-6 
134	-7 
135	-8 
136	-9 
137	-10 
138	-12 
139	-14 
140	-4 
141	6 
142	16 
143	26 
144	24 
145	22 
146	21 
147	19 
148	17 
149	16 
150	26 
151	36 
152	46 
153	56 
154	66 
155	76 
156	86 
157	96 
158	106 
159	116 
160	126 
161	136 
162	146 
163	156 
164	166 
165	176 
166	186 
167	196 
168	206 
169	216 
170	226 
171	236 
172	246 
173	256 
174	266 
175	276 
176	286 
177	296 
178	306 
179	316 
180	326 
181	336 
182	346 
183	356 
184	366 
185	376 
186	386 
187	396 
188	406 
189	416 
190	426 
191	436 
192	446 
193	456 
194	466 
195	476 
196	486 
197	496 
198	506 
199	516 
200	526 
201	536 
202	546 
203	556 
204	566 
205	576 
206	586 
207	596 
208	606 
209	616 
210	626 
211	636 
212	646 
213	656 
214	666 
215	676 
216	686 
217	696 
218	706 
